domain,record_name,ttl,txt_string,rawText
emerson.com,emerson.com.,300,MS=ms97059319,"emerson.com. 300 IN TXT ""MS=ms97059319"""
emerson.com,emerson.com.,300,MS=ms12594487,"emerson.com. 300 IN TXT ""MS=ms12594487"""
emerson.com,emerson.com.,300,meltwater_sso_20200421_t3-2732,"emerson.com. 300 IN TXT ""meltwater_sso_20200421_t3-2732"""
emerson.com,emerson.com.,300,Dynatrace-site-verification=89217b09-90fb-4ab2-9559-c1b5b2532c73__m83s9s8lg328ebtffn0b1i3cvo,"emerson.com. 300 IN TXT ""Dynatrace-site-verification=89217b09-90fb-4ab2-9559-c1b5b2532c73__m83s9s8lg328ebtffn0b1i3cvo"""
emerson.com,emerson.com.,300,infoblox-domain-mastery=2bec1c11b28dd94ccb2c20c4ec0a917961a15b82a63584dc746ca5c2ec796a22d5,"emerson.com. 300 IN TXT ""infoblox-domain-mastery=2bec1c11b28dd94ccb2c20c4ec0a917961a15b82a63584dc746ca5c2ec796a22d5"""
emerson.com,emerson.com.,300,rq7zhhsrp1p2rjf89yq2qtv9z0lyr85q,"emerson.com. 300 IN TXT ""rq7zhhsrp1p2rjf89yq2qtv9z0lyr85q"""
emerson.com,emerson.com.,300,ms-domain-verification=1311b50e-37bd-4791-9f07-157f3d4459da,"emerson.com. 300 IN TXT ""ms-domain-verification=1311b50e-37bd-4791-9f07-157f3d4459da"""
emerson.com,emerson.com.,300,MS=ms59172994,"emerson.com. 300 IN TXT ""MS=ms59172994"""
emerson.com,emerson.com.,300,atlassian-domain-verification=jPY2khghVVg4xibLHi9sLospmNwwfD/egSNPYh8knnIYDJ4U5Vp2/PC6g/UL/4w1,"emerson.com. 300 IN TXT ""atlassian-domain-verification=jPY2khghVVg4xibLHi9sLospmNwwfD/egSNPYh8knnIYDJ4U5Vp2/PC6g/UL/4w1"""
emerson.com,emerson.com.,300,ms-domain-verification=9fb5fe4f-40bd-4afd-bdc3-d29aec0bbe56,"emerson.com. 300 IN TXT ""ms-domain-verification=9fb5fe4f-40bd-4afd-bdc3-d29aec0bbe56"""
emerson.com,emerson.com.,300,v=spf1,"emerson.com. 300 IN TXT ""v=spf1 "" ""include:%{ir}.%{v}.%{d}.spf.has.pphosted.com"" "" include:et._spf.pardot.com ~all"""
emerson.com,emerson.com.,300,include:%{ir}.%{v}.%{d}.spf.has.pphosted.com,"emerson.com. 300 IN TXT ""v=spf1 "" ""include:%{ir}.%{v}.%{d}.spf.has.pphosted.com"" "" include:et._spf.pardot.com ~all"""
emerson.com,emerson.com.,300,include:et._spf.pardot.com ~all,"emerson.com. 300 IN TXT ""v=spf1 "" ""include:%{ir}.%{v}.%{d}.spf.has.pphosted.com"" "" include:et._spf.pardot.com ~all"""
emerson.com,emerson.com.,300,ciscocidomainverification=4157b32101837d9ff88e7c171da4988d6a6a61342c57b704d5f7f1e67a68925c,"emerson.com. 300 IN TXT ""ciscocidomainverification=4157b32101837d9ff88e7c171da4988d6a6a61342c57b704d5f7f1e67a68925c"""
emerson.com,emerson.com.,300,docusign=1cc5721a-0202-4c50-b4ae-415457a1547c,"emerson.com. 300 IN TXT ""docusign=1cc5721a-0202-4c50-b4ae-415457a1547c"""
emerson.com,emerson.com.,300,docusign=15a1dc46-efc2-4c20-83bd-dc07bdcce91e,"emerson.com. 300 IN TXT ""docusign=15a1dc46-efc2-4c20-83bd-dc07bdcce91e"""
emerson.com,emerson.com.,300,mongodb-site-verification=BqjQgqaOXnMRNXZHP8AeYPnH0Zq5EGeZ,"emerson.com. 300 IN TXT ""mongodb-site-verification=BqjQgqaOXnMRNXZHP8AeYPnH0Zq5EGeZ"""
emerson.com,emerson.com.,300,atlassian-domain-verification=WPHaHy3InKYtepoCKSq9t5Qslgq5nEymmmlSNJb74cULMcmcVPLzNVWp9u9ACEPG,"emerson.com. 300 IN TXT ""atlassian-domain-verification=WPHaHy3InKYtepoCKSq9t5Qslgq5nEymmmlSNJb74cULMcmcVPLzNVWp9u9ACEPG"""
emerson.com,emerson.com.,300,v=verifydomain MS=ms<55449BE3-56C1-4d44-A242-2B1C6E06770D>,"emerson.com. 300 IN TXT ""v=verifydomain MS=ms<55449BE3-56C1-4d44-A242-2B1C6E06770D>"""
emerson.com,emerson.com.,300,apple-domain-verification=0LC3RVRyzvLE1icY,"emerson.com. 300 IN TXT ""apple-domain-verification=0LC3RVRyzvLE1icY"""
emerson.com,emerson.com.,300,wrike-verification=MjY4ODQwNDpkZTdlNzc2MWZmMzViYjNhMThjNDg0ZTAzOGI2NTlhOGM0OTA3NGE0ZDc2MTA5MWU5ZTg0OTFjNjJmN2MyYzJm,"emerson.com. 300 IN TXT ""wrike-verification=MjY4ODQwNDpkZTdlNzc2MWZmMzViYjNhMThjNDg0ZTAzOGI2NTlhOGM0OTA3NGE0ZDc2MTA5MWU5ZTg0OTFjNjJmN2MyYzJm"""
emerson.com,emerson.com.,300,docker-verification=1843c122-cdbe-4cee-a955-501c378ecbde,"emerson.com. 300 IN TXT ""docker-verification=1843c122-cdbe-4cee-a955-501c378ecbde"""
emerson.com,emerson.com.,300,drift-domain-verification=18c9db80f4f1b02755d08bb50b7f81ced5771b18fd709ef29911ec7d04f5b5b5,"emerson.com. 300 IN TXT ""drift-domain-verification=18c9db80f4f1b02755d08bb50b7f81ced5771b18fd709ef29911ec7d04f5b5b5"""
emerson.com,emerson.com.,300,mongodb-site-verification=zqD0q0LbSfJthZaBpfcLezrGLbiYitDQ,"emerson.com. 300 IN TXT ""mongodb-site-verification=zqD0q0LbSfJthZaBpfcLezrGLbiYitDQ"""
emerson.com,emerson.com.,300,dtm-domain-verification=t8c0owf0fpbvu3qDMlCwo7dafbb51kHr1TmlCnbrmB8,"emerson.com. 300 IN TXT ""dtm-domain-verification=t8c0owf0fpbvu3qDMlCwo7dafbb51kHr1TmlCnbrmB8"""
emerson.com,emerson.com.,300,bw=DxHz7LEKmBp8yNzTnDpco1CTZgksRAWjxWlrbZiYXq72,"emerson.com. 300 IN TXT ""bw=DxHz7LEKmBp8yNzTnDpco1CTZgksRAWjxWlrbZiYXq72"""
emerson.com,emerson.com.,300,traction-guest=1587ce44-a0e3-42e9-8ed6-ab39176b20c7,"emerson.com. 300 IN TXT ""traction-guest=1587ce44-a0e3-42e9-8ed6-ab39176b20c7"""
emerson.com,emerson.com.,300,onetrust-domain-verification=77b84320988145f4a31c43f9dc01fb2b,"emerson.com. 300 IN TXT ""onetrust-domain-verification=77b84320988145f4a31c43f9dc01fb2b"""
emerson.com,emerson.com.,300,ms-domain-verification=bc2c6b49-01a8-4795-970b-f6c5a63f7039,"emerson.com. 300 IN TXT ""ms-domain-verification=bc2c6b49-01a8-4795-970b-f6c5a63f7039"""
emerson.com,emerson.com.,300,2CqWLk3jYC1kkyo3a+Jn50D3sj6HUC41oTwKBPveLId35/eQucpB3xttP8ht0rz9DlkHww/XYbLQiyYxdLhcRw==,"emerson.com. 300 IN TXT ""2CqWLk3jYC1kkyo3a+Jn50D3sj6HUC41oTwKBPveLId35/eQucpB3xttP8ht0rz9DlkHww/XYbLQiyYxdLhcRw=="""
emerson.com,emerson.com.,300,_qon25w7klomrikm0oovy1oyix16ndjp,"emerson.com. 300 IN TXT ""_qon25w7klomrikm0oovy1oyix16ndjp"""
emerson.com,emerson.com.,300,MS=ms36304165,"emerson.com. 300 IN TXT ""MS=ms36304165"""
emerson.com,emerson.com.,300,google-site-verification=RK6kLHi7fFTcQhU3mcOQonWJLKz9894Boq7T0sUR0KI,"emerson.com. 300 IN TXT ""google-site-verification=RK6kLHi7fFTcQhU3mcOQonWJLKz9894Boq7T0sUR0KI"""
emerson.com,emerson.com.,300,onetrust-domain-verification=5522b3362730477a879338b39e5fd451,"emerson.com. 300 IN TXT ""onetrust-domain-verification=5522b3362730477a879338b39e5fd451"""
emerson.com,emerson.com.,300,ygdsvdqb41zdqh69hkns19zwzlxxhf9s,"emerson.com. 300 IN TXT ""ygdsvdqb41zdqh69hkns19zwzlxxhf9s"""
emerson.com,emerson.com.,300,google-site-verification=iN_Zf6SubRPgKi4inx3PPoSaf0n5o2r8n6GlONoSTSo,"emerson.com. 300 IN TXT ""google-site-verification=iN_Zf6SubRPgKi4inx3PPoSaf0n5o2r8n6GlONoSTSo"""
emerson.com,emerson.com.,300,smartsheet-site-validation=wjfhLHmh4cYhi1WsErY8mSGMUmMo_Sgu,"emerson.com. 300 IN TXT ""smartsheet-site-validation=wjfhLHmh4cYhi1WsErY8mSGMUmMo_Sgu"""
emerson.com,emerson.com.,300,onetrust-domain-verification=940765887ade4201a4c24492fa244391,"emerson.com. 300 IN TXT ""onetrust-domain-verification=940765887ade4201a4c24492fa244391"""
emerson.com,emerson.com.,300,wrike-verification=MjcyMTM3MTowMmU5MjRmZDQ4Y2YxODgxOWNlZWZmZjliYzY1ZDE1MTQ0NjU4OTY0ODhjZGI0MmQ5ZmMyNDM5NzFiMDg0Mjgy,"emerson.com. 300 IN TXT ""wrike-verification=MjcyMTM3MTowMmU5MjRmZDQ4Y2YxODgxOWNlZWZmZjliYzY1ZDE1MTQ0NjU4OTY0ODhjZGI0MmQ5ZmMyNDM5NzFiMDg0Mjgy"""
emerson.com,emerson.com.,300,MS=ms69181525,"emerson.com. 300 IN TXT ""MS=ms69181525"""
emerson.com,emerson.com.,300,pardot948362=a3493a5cd784c48c9dbf6f6cb0a386c12741af68cf6b22ca5479a32742b6bcf8,"emerson.com. 300 IN TXT ""pardot948362=a3493a5cd784c48c9dbf6f6cb0a386c12741af68cf6b22ca5479a32742b6bcf8"""
emerson.com,emerson.com.,300,adobe-idp-site-verification=54edae49b362c829d176d3ef9f7e3f45bb7dd9f99085432b5a17ed938fb38f57,"emerson.com. 300 IN TXT ""adobe-idp-site-verification=54edae49b362c829d176d3ef9f7e3f45bb7dd9f99085432b5a17ed938fb38f57"""
emerson.com,emerson.com.,300,make-domain-verification=fc19ab38-e91e-4d57-9b97-f24b77f858f4,"emerson.com. 300 IN TXT ""make-domain-verification=fc19ab38-e91e-4d57-9b97-f24b77f858f4"""
emerson.com,emerson.com.,300,ca3-6a86742d28da4b89b92bea254e52d0f6,"emerson.com. 300 IN TXT ""ca3-6a86742d28da4b89b92bea254e52d0f6"""
emerson.com,emerson.com.,300,autodesk-domain-verification=ckL2Hhfwll4k8YkQ-sxD,"emerson.com. 300 IN TXT ""autodesk-domain-verification=ckL2Hhfwll4k8YkQ-sxD"""
emerson.com,emerson.com.,300,sending_domain918843=089ffaaf583449a9c7d577c3a98278daba18016686b6578de8cc34ea08b99a14,"emerson.com. 300 IN TXT ""sending_domain918843=089ffaaf583449a9c7d577c3a98278daba18016686b6578de8cc34ea08b99a14"""
emerson.com,emerson.com.,300,xkgzgvlb6zjpx5yxvwrtgt19cfsf8cl6,"emerson.com. 300 IN TXT ""xkgzgvlb6zjpx5yxvwrtgt19cfsf8cl6"""
emerson.com,emerson.com.,300,MS=ms37029122,"emerson.com. 300 IN TXT ""MS=ms37029122"""
emerson.com,emerson.com.,300,MS=ms15409228,"emerson.com. 300 IN TXT ""MS=ms15409228"""
energytransfer.com,energytransfer.com.,6512,docusign=51543ce1-2bf3-43de-8005-aa0eab9548f1,"energytransfer.com. 6512 IN TXT ""docusign=51543ce1-2bf3-43de-8005-aa0eab9548f1"""
energytransfer.com,energytransfer.com.,6512,docusign=ef85ec00-9bd5-4362-af77-4ee3284e10b2,"energytransfer.com. 6512 IN TXT ""docusign=ef85ec00-9bd5-4362-af77-4ee3284e10b2"""
energytransfer.com,energytransfer.com.,6512,smartsheet-site-validation=INeHZg5lrg7ISScXilUS8urZzDIoNMN7,"energytransfer.com. 6512 IN TXT ""smartsheet-site-validation=INeHZg5lrg7ISScXilUS8urZzDIoNMN7"""
energytransfer.com,energytransfer.com.,6512,ibmid=bc3fca25-7a55-4648-8aa5-92c1e6fe96c7,"energytransfer.com. 6512 IN TXT ""ibmid=bc3fca25-7a55-4648-8aa5-92c1e6fe96c7"""
energytransfer.com,energytransfer.com.,6512,ciscocidomainverification=75df9edcaa71e21c5883d7504001d41f8a3d2b1e8b1bdd7c833b3e20008056ba,"energytransfer.com. 6512 IN TXT ""ciscocidomainverification=75df9edcaa71e21c5883d7504001d41f8a3d2b1e8b1bdd7c833b3e20008056ba"""
energytransfer.com,energytransfer.com.,6512,2nb8uh4ufubt9ukgl9h2jpeu2s,"energytransfer.com. 6512 IN TXT ""2nb8uh4ufubt9ukgl9h2jpeu2s"""
energytransfer.com,energytransfer.com.,6512,ENERGYTRANSFER-VAiUgrfWNZplpuOo9yUiJn4b-IBM,"energytransfer.com. 6512 IN TXT ""ENERGYTRANSFER-VAiUgrfWNZplpuOo9yUiJn4b-IBM"""
energytransfer.com,energytransfer.com.,6512,docusign=d13248e4-85a7-4a0f-b774-a0ae34073695,"energytransfer.com. 6512 IN TXT ""docusign=d13248e4-85a7-4a0f-b774-a0ae34073695"""
energytransfer.com,energytransfer.com.,6512,docusign=d7e96d5a-fa45-49d3-a4c3-e8382bb89401,"energytransfer.com. 6512 IN TXT ""docusign=d7e96d5a-fa45-49d3-a4c3-e8382bb89401"""
energytransfer.com,energytransfer.com.,6512,apple-domain-verification=QIOn3ZgyjnUBKRzo,"energytransfer.com. 6512 IN TXT ""apple-domain-verification=QIOn3ZgyjnUBKRzo"""
energytransfer.com,energytransfer.com.,6512,nintex.5dcf1f26dbbda80d1ea1861d,"energytransfer.com. 6512 IN TXT ""nintex.5dcf1f26dbbda80d1ea1861d"""
energytransfer.com,energytransfer.com.,6512,2af1mn3h55v7qgqi84ene52e0v,"energytransfer.com. 6512 IN TXT ""2af1mn3h55v7qgqi84ene52e0v"""
energytransfer.com,energytransfer.com.,6512,i5pk8v5rtrfuqukuvmo7gab389,"energytransfer.com. 6512 IN TXT ""i5pk8v5rtrfuqukuvmo7gab389"""
energytransfer.com,energytransfer.com.,6512,adobe-idp-site-verification=9357273ff66d0efd2af8db0f7e4d92638e145cff5d0edc4ffb5d8b6a7506ff79,"energytransfer.com. 6512 IN TXT ""adobe-idp-site-verification=9357273ff66d0efd2af8db0f7e4d92638e145cff5d0edc4ffb5d8b6a7506ff79"""
energytransfer.com,energytransfer.com.,6512,boimkg7eunmo3g9h9vle0v9g7i,"energytransfer.com. 6512 IN TXT ""boimkg7eunmo3g9h9vle0v9g7i"""
energytransfer.com,energytransfer.com.,6512,mlphhla15iacvqn9134gfju7v,"energytransfer.com. 6512 IN TXT ""mlphhla15iacvqn9134gfju7v"""
energytransfer.com,energytransfer.com.,6512,knowbe4-site-verification=ee03e36337621c6a3ce6b998db943695,"energytransfer.com. 6512 IN TXT ""knowbe4-site-verification=ee03e36337621c6a3ce6b998db943695"""
energytransfer.com,energytransfer.com.,6512,ibmid=4a2f1e3e-c79c-4154-8b02-2fffb209f99b,"energytransfer.com. 6512 IN TXT ""ibmid=4a2f1e3e-c79c-4154-8b02-2fffb209f99b"""
energytransfer.com,energytransfer.com.,6512,MS=0DB647146C82C30B8E328BB3EE2E36F5E9F6366F,"energytransfer.com. 6512 IN TXT ""MS=0DB647146C82C30B8E328BB3EE2E36F5E9F6366F"""
energytransfer.com,energytransfer.com.,6512,docusign=f072777d-3a3b-4e07-ab03-827a716dd0d9,"energytransfer.com. 6512 IN TXT ""docusign=f072777d-3a3b-4e07-ab03-827a716dd0d9"""
energytransfer.com,energytransfer.com.,6512,ibmid=9b6406f3-308b-4299-a018-b4ad21e95372,"energytransfer.com. 6512 IN TXT ""ibmid=9b6406f3-308b-4299-a018-b4ad21e95372"""
energytransfer.com,energytransfer.com.,6512,docusign=19525461-79d0-4ff1-bba1-adb121c14f21,"energytransfer.com. 6512 IN TXT ""docusign=19525461-79d0-4ff1-bba1-adb121c14f21"""
energytransfer.com,energytransfer.com.,6512,29pkv3geh2a0ltqpd89dpakcgu,"energytransfer.com. 6512 IN TXT ""29pkv3geh2a0ltqpd89dpakcgu"""
energytransfer.com,energytransfer.com.,6512,docusign=9977d17a-9abe-41a6-9df9-b5f4c493baa5,"energytransfer.com. 6512 IN TXT ""docusign=9977d17a-9abe-41a6-9df9-b5f4c493baa5"""
energytransfer.com,energytransfer.com.,6512,google-site-verification=Jf7kjXXnwKEWObr2hzZXfuKNKwnil-gyHRwkE5xLlJU,"energytransfer.com. 6512 IN TXT ""google-site-verification=Jf7kjXXnwKEWObr2hzZXfuKNKwnil-gyHRwkE5xLlJU"""
energytransfer.com,energytransfer.com.,6512,cVxb5VPYMOqV13YOtSeJ7bSNRLz9dst9TyF9U23BgtxAHkevYqe1EZHsOLbKsbWW5COgOSgFzUQB9JUvyOSXwA==,"energytransfer.com. 6512 IN TXT ""cVxb5VPYMOqV13YOtSeJ7bSNRLz9dst9TyF9U23BgtxAHkevYqe1EZHsOLbKsbWW5COgOSgFzUQB9JUvyOSXwA=="""
energytransfer.com,energytransfer.com.,6512,h93gvpuia7u1d1bent4ol2rqgq,"energytransfer.com. 6512 IN TXT ""h93gvpuia7u1d1bent4ol2rqgq"""
energytransfer.com,energytransfer.com.,6512,la8m6fet3qtprqnonh9ctl396t,"energytransfer.com. 6512 IN TXT ""la8m6fet3qtprqnonh9ctl396t"""
energytransfer.com,energytransfer.com.,6512,docusign=02b7fa07-8359-479e-9b4f-a2edd0aeb5f2,"energytransfer.com. 6512 IN TXT ""docusign=02b7fa07-8359-479e-9b4f-a2edd0aeb5f2"""
energytransfer.com,energytransfer.com.,6512,facebook-domain-verification=xqw6bhclvx2xm8za7emg8wvzr8cp7k,"energytransfer.com. 6512 IN TXT ""facebook-domain-verification=xqw6bhclvx2xm8za7emg8wvzr8cp7k"""
energytransfer.com,energytransfer.com.,6512,nintex.5dcf206e8df6ab0efba3c4cd,"energytransfer.com. 6512 IN TXT ""nintex.5dcf206e8df6ab0efba3c4cd"""
energytransfer.com,energytransfer.com.,6512,orm13ranh63mfb4o605sreek7o,"energytransfer.com. 6512 IN TXT ""orm13ranh63mfb4o605sreek7o"""
energytransfer.com,energytransfer.com.,6512,apple-domain-verification=TDGvhIoCdodVPrTG,"energytransfer.com. 6512 IN TXT ""apple-domain-verification=TDGvhIoCdodVPrTG"""
energytransfer.com,energytransfer.com.,6512,ibmid=c37360cb-719f-496a-8350-1622ae859589,"energytransfer.com. 6512 IN TXT ""ibmid=c37360cb-719f-496a-8350-1622ae859589"""
energytransfer.com,energytransfer.com.,6512,i5coej2vm5pllgmsid37j9iqiq,"energytransfer.com. 6512 IN TXT ""i5coej2vm5pllgmsid37j9iqiq"""
energytransfer.com,energytransfer.com.,6512,MS=ms68777120,"energytransfer.com. 6512 IN TXT ""MS=ms68777120"""
energytransfer.com,energytransfer.com.,6512,docusign=e7a465ad-676a-49dc-b264-fe999db29c9c,"energytransfer.com. 6512 IN TXT ""docusign=e7a465ad-676a-49dc-b264-fe999db29c9c"""
energytransfer.com,energytransfer.com.,6512,docusign=ea0f40b0-8b9e-4a84-ad01-4b4249c07cae,"energytransfer.com. 6512 IN TXT ""docusign=ea0f40b0-8b9e-4a84-ad01-4b4249c07cae"""
energytransfer.com,energytransfer.com.,6512,2debvqct4rafgie9hff9c38v7h,"energytransfer.com. 6512 IN TXT ""2debvqct4rafgie9hff9c38v7h"""
energytransfer.com,energytransfer.com.,6512,box-domain-verification=e9dbc47f27981bffa5409388eff918e6de5877b5d9e393792869e661685a6779,"energytransfer.com. 6512 IN TXT ""box-domain-verification=e9dbc47f27981bffa5409388eff918e6de5877b5d9e393792869e661685a6779"""
energytransfer.com,energytransfer.com.,6512,v=spf1 include:spf.energytransfer.com -all,"energytransfer.com. 6512 IN TXT ""v=spf1 include:spf.energytransfer.com -all"""
energytransfer.com,energytransfer.com.,6512,docusign=963455b5-2596-4b3d-975b-e30df8f25616,"energytransfer.com. 6512 IN TXT ""docusign=963455b5-2596-4b3d-975b-e30df8f25616"""
entergy.com,entergy.com.,599,intersight=3f1584de6b53846b4cc054a48f60c234609515aee64e2cd3e345eda16904562e,"entergy.com. 599 IN TXT ""intersight=3f1584de6b53846b4cc054a48f60c234609515aee64e2cd3e345eda16904562e"""
entergy.com,entergy.com.,599,intersight=1b29ce740c784ac3bddddb09aeafa5983ad302827a3165c6707d0eaf5dce76d3,"entergy.com. 599 IN TXT ""intersight=1b29ce740c784ac3bddddb09aeafa5983ad302827a3165c6707d0eaf5dce76d3"""
entergy.com,entergy.com.,599,_uyopm1ez1pbc54mk52yz7vly3v417ju,"entergy.com. 599 IN TXT ""_uyopm1ez1pbc54mk52yz7vly3v417ju"""
entergy.com,entergy.com.,599,MS=ms91270083,"entergy.com. 599 IN TXT ""MS=ms91270083"""
entergy.com,entergy.com.,599,adobe-idp-site-verification=4ce6d77b9c66c3a8b7b61b70acce5bae189a9681eebf0b67e4917313e97f9828,"entergy.com. 599 IN TXT ""adobe-idp-site-verification=4ce6d77b9c66c3a8b7b61b70acce5bae189a9681eebf0b67e4917313e97f9828"""
entergy.com,entergy.com.,599,cisco-ci-domain-verification=62df79f5e18b552288c12a0cc5119e93a2f86e16fdab7e3a88fe0e788088b241,"entergy.com. 599 IN TXT ""cisco-ci-domain-verification=62df79f5e18b552288c12a0cc5119e93a2f86e16fdab7e3a88fe0e788088b241"""
entergy.com,entergy.com.,599,atlassian-domain-verification=QZk1zeVznBBeyWxM0c8JyiRCEwDC2RcePYmLpe71Hl8i1XxmSr0nrjQnOeQhrSPN,"entergy.com. 599 IN TXT ""atlassian-domain-verification=QZk1zeVznBBeyWxM0c8JyiRCEwDC2RcePYmLpe71Hl8i1XxmSr0nrjQnOeQhrSPN"""
entergy.com,entergy.com.,599,2uEAzCTZfgZ@6wJCV7NXL2v@,"entergy.com. 599 IN TXT ""2uEAzCTZfgZ@6wJCV7NXL2v@"""
entergy.com,entergy.com.,599,flexera-domain-verification-dwfelnyliqxnyhzj,"entergy.com. 599 IN TXT ""flexera-domain-verification-dwfelnyliqxnyhzj"""
entergy.com,entergy.com.,599,PKdV8SBvB5JCPABtja+pF7HShHhbCHtWAqKpgSucpr3YjoeW1EASD47RRizCv8zDyhpqOFAeqIelVQoBQ2u5tg==,"entergy.com. 599 IN TXT ""PKdV8SBvB5JCPABtja+pF7HShHhbCHtWAqKpgSucpr3YjoeW1EASD47RRizCv8zDyhpqOFAeqIelVQoBQ2u5tg=="""
entergy.com,entergy.com.,599,ibmid=5bc132d3-9a62-4fde-b4f0-8475b6d51b4a,"entergy.com. 599 IN TXT ""ibmid=5bc132d3-9a62-4fde-b4f0-8475b6d51b4a"""
entergy.com,entergy.com.,599,q5CDc3aGC66@5TdLDv37MZs@s5ZGA7Cz,"entergy.com. 599 IN TXT ""q5CDc3aGC66@5TdLDv37MZs@s5ZGA7Cz"""
entergy.com,entergy.com.,599,flexera-domain-verification-cptlxudpzqyymtaa,"entergy.com. 599 IN TXT ""flexera-domain-verification-cptlxudpzqyymtaa"""
entergy.com,entergy.com.,599,v=spf1 include:spf.mandrillapp.com include:spf.protection.outlook.com include:_spf.salesforce.com include:servers.mcsv.net ip4:198.8.0.0/21 ip4:144.49.240.0/21 ip4:209.212.245.244 ip4:174.136.130.77 ip4:70.36.36.220 ~all,"entergy.com. 599 IN TXT ""v=spf1 include:spf.mandrillapp.com include:spf.protection.outlook.com include:_spf.salesforce.com include:servers.mcsv.net ip4:198.8.0.0/21 ip4:144.49.240.0/21 ip4:209.212.245.244 ip4:174.136.130.77 ip4:70.36.36.220 ~all"""
entergy.com,entergy.com.,599,atlassian-domain-verification=SLEbBcb6rfM17hM3NXLcLJ5Gj7aV7sFohGDIZwP1hsBopk0PD3vKnJTKbd3fxUmn,"entergy.com. 599 IN TXT ""atlassian-domain-verification=SLEbBcb6rfM17hM3NXLcLJ5Gj7aV7sFohGDIZwP1hsBopk0PD3vKnJTKbd3fxUmn"""
entergy.com,entergy.com.,599,pexip-ms-tenant-domain-verification=e393a1fe-c4a7-40a4-b9bf-a45bbbea11d8,"entergy.com. 599 IN TXT ""pexip-ms-tenant-domain-verification=e393a1fe-c4a7-40a4-b9bf-a45bbbea11d8"""
entergy.com,entergy.com.,599,apple-domain-verification=evPUkmElcZ2xrNLZ,"entergy.com. 599 IN TXT ""apple-domain-verification=evPUkmElcZ2xrNLZ"""
entergy.com,entergy.com.,599,docusign=0f9db353-5f91-4844-9c8a-ca445162fe66,"entergy.com. 599 IN TXT ""docusign=0f9db353-5f91-4844-9c8a-ca445162fe66"""
enterpriseproducts.com,,,,
eogresources.com,eogresources.com.,14400,h1-domain-verification=pJCiP9d8FXQQeVJ3h2GEdvKp8tGpfHpQe6qJ7bvXtiaJqLS8,"eogresources.com. 14400 IN TXT ""h1-domain-verification=pJCiP9d8FXQQeVJ3h2GEdvKp8tGpfHpQe6qJ7bvXtiaJqLS8"""
eogresources.com,eogresources.com.,14400,loqm3a053u1201m85boe7o356d,"eogresources.com. 14400 IN TXT ""loqm3a053u1201m85boe7o356d"""
eogresources.com,eogresources.com.,14400,blfaopu0hu8a51q0b09n2ffj6o,"eogresources.com. 14400 IN TXT ""blfaopu0hu8a51q0b09n2ffj6o"""
eogresources.com,eogresources.com.,14400,c529n24d5ori3h324o0dcj06k7,"eogresources.com. 14400 IN TXT ""c529n24d5ori3h324o0dcj06k7"""
eogresources.com,eogresources.com.,14400,loom-site-verification=993a99b6d546488b9aa4021dcd3a30a3,"eogresources.com. 14400 IN TXT ""loom-site-verification=993a99b6d546488b9aa4021dcd3a30a3"""
eogresources.com,eogresources.com.,14400,0195FF991A97F35E3300255D661B71C48AAA5D77,"eogresources.com. 14400 IN TXT ""0195FF991A97F35E3300255D661B71C48AAA5D77"""
eogresources.com,eogresources.com.,14400,globalsign-domain-verification=4FFF7DA81D4124DB7B09DA75395F9154,"eogresources.com. 14400 IN TXT ""globalsign-domain-verification=4FFF7DA81D4124DB7B09DA75395F9154"""
eogresources.com,eogresources.com.,14400,bw=svrMHSaGSHJ/x47QWF0dF4eLQ09kDRrOEAd+QnVstQT/,"eogresources.com. 14400 IN TXT ""bw=svrMHSaGSHJ/x47QWF0dF4eLQ09kDRrOEAd+QnVstQT/"""
eogresources.com,eogresources.com.,14400,cursor-domain-verification-z3sre0=i7FHxGZLyhbVBt9YN7iMhxPrA,"eogresources.com. 14400 IN TXT ""cursor-domain-verification-z3sre0=i7FHxGZLyhbVBt9YN7iMhxPrA"""
eogresources.com,eogresources.com.,14400,globalsign-domain-verification=0B628EB6DD6E4EDAFC5674C44B299DC0,"eogresources.com. 14400 IN TXT ""globalsign-domain-verification=0B628EB6DD6E4EDAFC5674C44B299DC0"""
eogresources.com,eogresources.com.,14400,v=spf1 ip4:149.72.245.132 ip4:8.33.232.5 ip4:8.33.253.5 ip4:3.65.173.53 ip4:131.239.56.13 ip4:66.206.119.13 include:_spf.q4press.com include:spf.protection.outlook.com include:_spf.opntxtdns.com include:mailgun.org -all,"eogresources.com. 14400 IN TXT ""v=spf1 ip4:149.72.245.132 ip4:8.33.232.5 ip4:8.33.253.5 ip4:3.65.173.53 ip4:131.239.56.13 ip4:66.206.119.13 include:_spf.q4press.com include:spf.protection.outlook.com include:_spf.opntxtdns.com include:mailgun.org -all"""
eogresources.com,eogresources.com.,14400,o4abr2cuha031hlqm26outqmq,"eogresources.com. 14400 IN TXT ""o4abr2cuha031hlqm26outqmq"""
eogresources.com,eogresources.com.,14400,mongodb-site-verification=BrJNN9SrNkE6ELIlg7URNUzs3lCfMKr7,"eogresources.com. 14400 IN TXT ""mongodb-site-verification=BrJNN9SrNkE6ELIlg7URNUzs3lCfMKr7"""
eogresources.com,eogresources.com.,14400,4hbhknv7ibp6nqqp66ojm6qpc5,"eogresources.com. 14400 IN TXT ""4hbhknv7ibp6nqqp66ojm6qpc5"""
