line_number,original_line
1445248,"blakecharles.com,1721235603,MS=ms41641188\009"
1446351,"blauwtrustgroep.com,1721154564,""v=spf1 a mx ip4:89.188.29.33/32 ip4:89.188.29.44/32 ip4:89.188.29.128/32 include:spf.protection."""" """"outlook.com include:_spf.ichosting.nl \226\128\147all"""
1458490,"bluedeltamarketing.com,1721143312,google-site-verification=TJBgGTTcC59C1FViTh2VAvIlhHgYbs--JGdq3AYuvsA\010"
1460516,"blueribbon.cn,1721054395,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1460551,"blueridge.cn,1721027509,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1472991,"bnisaoneetloire.fr,1721312205,d|Groupe de recommandations d\195\162\194\128\194\153affaires"
1472992,"bnisaoneetloire.fr,1721312205,""k|BNI, Networking, recommandations, r\195\131\194\169seaux"""
1477673,"bocaitongluntan.xindongneng.com,1721250562,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1477905,"bocaiwangxinyuyulecheng.xindongneng.com,1721257104,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1478015,"bocaiwangzhishouxuandafengshou.xindongneng.com,1721257075,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1481021,"boeyulecheng.xindongneng.com,1721257521,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1483286,"bokangplastic.com,1721055109,v=spf1\160include:spf.263xmail.com\160~all"
1483533,"bokeyouxidatingxiazai.xindongneng.com,1721237122,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1485312,"bolt.cn,1721069484,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1488483,"bonny.com.cn,1721104527,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1492299,"booksbrandbusiness.com,1721009185,v=spf1 +a +mx +ip4:89.39.7.46 +ip4:89.39.7.43 +include:_spf.mlsend.com +ip4:89.39.7.45\194\160~all ~all"
1492408,"booksify.ca,1721095183,_acme-challenge.booksify.ca\010Value: -XP2KAx4k2EftACpLdGyXhlyTy-CdfAk2LJRt-TiiW8"
1496179,"borie.net,1721003260,v=spf2 include:\009mx01.cloud.vadesecure.com -all"
1496180,"borie.net,1721003260,v=spf3 include:\009mx02.cloud.vadesecure.com -all"
1496724,"borntobrand.nl,1721009318,v=spf1 +a +mx include:spf.myfasthosting.com include:\226\128\139_spf.googl\226\128\139e.com ~all"
1497424,"bosaiyulecheng.xindongneng.com,1721551545,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1499432,"boszlyfedpc.com,1721024934,NETORGFT16846889.onmicrosoft.com\009"
1501873,"bounce.energy,1721095182,@\009v=spf1 include:secureserver.net -all"
1502450,"bourassanh.com,1721032469,v=spf1 include:spf.bluetie.com \150all"
1507292,"boyinkaihuwangzhan.xindongneng.com,1721250893,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1508846,"bpiexpresslink.com,1721055198,_globalsign-domain-verification=\226\128?9l49SCm9g+2nI40gi4CrhWRV2emEbL3DiuzIY5TjSn0=\226\128?"
1509415,"bpp.gov.ng,1721073076,""_dmarc.www.bpp.gov.ng. IN TXT """" """"x\206\2096\024\127"""
1518987,"braspanon.re,1721535823,MS=ms46550166\013"
1520627,"brazilimpexgems.com,1721120579,v=spf1 include:_spf.locaweb.com.br -all_dmarc\009TXT\0090\009v=DMARC1; p=none;"
1523134,"breizh-mod.com,1721104890,t|Le site officiel de la marque de v\195\131\194\170tements Breizh Mod"
1524102,"brett-atkinson.net,1721207333,v=spf1 +ip4:34.101.78.183 ip4:184.154.221.146 +a +mx +ip4:184.154.21.178 include:_spf.eu.mailgun.org include:_spf.mailgun.org include:spf.protection.outlook.com include:_spf.google.com\194\160~all"
1528073,"brighteyes.sg,1721004942,v=spf1 +a +mx +ip4:101.100.204.26 include:_spf.vodien.com include:shops.shopify.com\010include:mail.zendesk.com ~all"
1532863,"broasis.mx,1721428300,MS=ms40019201\009"
1533011,"brochuredetails.com,1721125640,v=spf1 a mx ip4:103.191.208.87\226\128\157include:relay.mailbaby.net\226\128\157 ~all"
1536983,"brprint.com,1721022099,226\128\156MS=ms62133707\226\128\157"
1537308,"brtcapital.com.br,1721084869,v=spf1 include:spf.protection.outlook.com include:spf-0057a601.pphosted.com\195\130\194\160-all"
1537414,"bru7-loop0.lon.seabone.net,1721403500,Router\009 R10008A-BR_BRU07 Bruxelles 7 - Loopback 0"
1537472,"bruce-shoes.com,1721337559,v=spf1 include:spf.mail.qq.com ~all\009"
1546021,"bstproduction.co.uk,1721054291,NETORG16928865.onmicrosoft.com\009"
1554455,"buffalo.com.cn,1721046952,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1555012,"buggalugs.com,1721063340,v=spf1 a:mail.buggalugs.com ip4:\009\01023.227.38.65 include:_spf.google.com ~all"
1557157,"buildrepairgrow.org,1721484518,v=spf1 a mx include:websitewelcome.com\010include:_spr.google.com ~all"
1558386,"bulangbaijialesuanpai.xindongneng.com,1721388227,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1562092,"bunston.com,1721042740,MS=ms39508364\009"
1569415,"businessplate.com,1721324384,v=spf1 include:secureserver.net\194\160-all"
1573098,"buyechengyulecheng18.xindongneng.com,1721255088,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1573105,"buyechengyulechengshoucunsong10yuan.xindongneng.com,1721549295,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1573109,"buyechengyulechengzenmeyang.xindongneng.com,1721255089,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1577821,"bwlearning.id,1721320650,v=spf1 include:_spf.google.com\194\160~all"
1611953,"cabinet-psyche.fr,1721001959,""d|Hypnose, Chamanisme, Spiritualit\195\169, D\195\169veloppement personnel, Intuition, EMDR, PNL, EFT"""
1611998,"cabinet-voyance-lea.fr,1721103987,v=spf1 a mx a:cabinet-voyance-lea.fr ip4:37.59.197.39 ip4:37.59.197.39 include:spf.mailjet.com\010include:mymarketing.co.il include:activetrail.com ~all"
1616793,"cafesdolce.fr,1721312225,d|Th\195\169 et caf\195\169s du monde entier"
1616795,"cafesdolce.fr,1721312225,t|Caf\195\169s Dolce"
1619634,"cakewalksweetery.com,1721003186,google-site-verification=oignNAKl6Frg-_8sM0upCF2aq-teLk935WoekcOI1aY\009"
1622212,"california.listings.com,1721206274,v=spf1 include:spf.protection.outlook.com\010include:spf.exclaimer.net \010ip4:208.93.240.77 \010ip4:208.93.240.109\010ip4:208.93.240.108 ~all\010"
1622635,"calimeter.ma,1721125535,226\128\157v=spf1 include:_spf.google.com ~all\226\128\157"
1624647,"calmjourney.co.uk,1721152832,v=spf1 include:_spf.purelymail.com include:spf.123-reg.co.uk include:secureserver\226\128\140.\226\128\140net ~all"
1630419,"campingclairette62.com,1721104579,d|Votre camping \195\160 oye plage"
1639727,"canvasclan.com,1721095347,forward-email=\009tnam0230@gmail.com"
1643998,"capripartnersllc.com,1721021724,MS=ms19281813\009"
1644480,"captaincar.net,1721129771,d|Votre voiture \195\160 bon prix"
1649228,"cardan.online,1721104721,226\128\156v=spf1 a mx include: assainformatica.eu ~all\226\128\157"
1653783,"cargoliftfr.com.br,1721146518,v=spf1 include:_spf.google.com\194\160~al"
1655565,"carlinicompetizione.com.br,1721135717,v=spf1 a mx include:websitewelcome.com include:sendgrid.net include:_spf.tray.com.br\194\160~all"
1660299,"carryclimate.store,1721111492,v=spf1 include:spf.protection.outlook.com include:_spf.google.com include:v6.nilyass.jojoblog.online\226\128\142 mx:carryclimate-store.mail.protection.outlook.com ~all"
1661781,"cartes-sur-table.com,1721019772,v=spf1 a mx include:relay.mailbaby.net\194\160~all"
1661832,"carthagebeauty.com,1721105009,226\128\156v=spf1 +a +mx +include:ineva.com.ar~all\226\128\157"
1662669,"carvo.net,1721096667,hosting-site=carvo-app\009"
1664094,"casafinadecoracoes.com.br,1721151688,195\162\226\130\172\197\147v=spf1 include:_spf.locaweb.com.br include:_spf.tray.com.br ~all\195\162\226\130\172\194\157"
1667017,"cashierhelpline.co.uk,1721122944,""_dmarc.cashierhelpline.co.uk 3600 IN TXT \""""v=DMARC1; p=reject\""""\009"""
1671245,"cat-egypt.net,1721066244,Ms=048286ECF3C206B22E5A419611023A1343073D2A\010Txt record\010TTL.  3600"
1672888,"catc.cn,1721094710,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1675256,"catwoman-n.cecer.army.mil,1721595737,MATTS\009LINUX\009BOX\009#2\009--POC:\009LANCE\009MARRANO"
1675390,"caulfieldconsulting.com,1721075685,google-site-verification=li5GigL8PqmBXkWu5XYzNhTng5MXqO7WTU_v1wfqd2g \009"
1677409,"cb-logistics.be,1721156472,D6CMmALObl9DffqvX+6rymUFo2nO6WaDPP+e+YGUqfg1OIs4RVarAsLGINns8TVQnBhZU7lTKHc\005\000\000\000\000\000\000\0007vg=="
1684916,"ccmevents.com.au,1721105702,google-site-verification=zMKwhtPutKzjk8u4u7mni2CnD-iy3mWbai-wtmJgKU4\226\128\157"
1693397,"cefemina.com,1721020571,226\128\156v=spf1"
1699318,"centralcoastrealestatephotography.com,1721062100,include:_spf.freshbooks.com\010include:spf.mandrillapp.com"
1701773,"centruminicjatyw.org,1721164086,t|Centrum Inicjatyw Mi\195\132\194\153dzynarodowych"
1701839,"centrumzabaw.com,1721153122,d|Centrum Zabaw Morza L\196\133dy Bia\197\130ystok Doro\197\188ki Park Morza"
1701840,"centrumzabaw.com,1721153122,t|Centrum Zabaw Morza L\196\133dy Bia\197\130ystok Doro\197\188ki Park Morza"
1703633,"cerberusconst.com,1721485786,v=spf1 include:_spf.google.com\194\160~all"
1706110,"cesconsultores.com.br,1721098154,v=spf1 include:spf.protection.outlook.com -all\009"
1706212,"cesispe.gob.mx,1721007767,v=spf1 a mx ip4:198.136.60.90 \226\128\147all"
1706294,"ceso.cl,1721042060,v=spf1 +a +mx +ip4:216.246.112.34 +ip4:216.246.112.39 +ip4:216.246.112.37\010 +include:_spf.google.com ~all"
1715589,"chainlinkparent.com,1721485794,v=spf1 a mx include:authsmtp.com ~all\009"
1718754,"changchunshitaiyangcheng.xindongneng.com,1721283822,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1719554,"changzhoutaiyangcheng.xindongneng.com,1721283619,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1723184,"charme-h.com,1721060717,v=spf1 a mx include:relay.mailbaby.net\194\160~all"
1732588,"chemaybleuebenin.com,1721024825,v=spf1 a mx include:relay.mailbaby.net\194\160~all"
1733963,"chenotpalacegabala.com,1721111616,226\128\156v=spf1 include:spf.windsurfercrs.com include:spf.protection.outlook.com ~all\226\128\157"
1738479,"chicciy.live,1721106902,GOOGLE-S\196\176TE-VER\196\176F\196\176CAT\196\176ON=6L82XK0D_U\196\176T4DTJ-VOC7XROLHZIJRHHVKXUR6PP6R0"
1741568,"china-afrik.com,1721060725,v=spf1 a mx include:relay.mailbaby.net\194\160~all"
1741978,"chinaclouds.com,1721072292,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1742639,"chinaunicorn.com,1721072292,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1743174,"chinmaycollectibles.com,1721043033,v=spf1 include:spf.protection.outlook.com -all\010v=spf1 include:sender.zoho-books.in"
1743617,"chipotleguildeducation.com,1721230087,v=SPF1 \226\128\147all"
1748704,"chreshall.com,1721007076,226\128\162\009_acme-challenge.chreshall.com TXT THK1jMNVtUAM7NGp2LJz7YnHao-MxcZjcf1FA4kv6wU"
1750835,"christine-guerry.com,1721152381,k|Christine Guerry D\195\131\194\169coration d'int\195\131\194\169rieur Illustrations Perspectives Plans"
1750836,"christine-guerry.com,1721152381,t|Christine Guerry - D\195\131\194\169coration d'int\195\131\194\169rieur"
1751300,"christophe-piscines.com,1721012022,1|https://piscine-b\195\131\194\169ton-n\195\131\194\174mes.fr"
1756967,"ciberday.com.uy,1721207898,v=spf1 mx include\\072_spf.esquemas.com -all:3600"
1756970,"ciberdia.com.uy,1721163233,v=spf1 mx include\\072_spf.esquemas.com -all:3600"
1756977,"ciberfest.com.uy,1721166902,v=spf1 mx include\\072_spf.esquemas.com -all:3600"
1756992,"ciberiva.com.uy,1721312835,v=spf1 mx include\\072_spf.esquemas.com -all:3600"
1756994,"ciberlunesmama.com.uy,1721166892,v=spf1 mx include\\072_spf.esquemas.com -all:3600"
1757003,"cibermonday.uy,1721399055,v=spf1 mx include\\072_spf.esquemas.com -all:3600"
1757039,"ciberweekend.com.uy,1721163244,v=spf1 mx include\\072_spf.esquemas.com -all:3600"
1758547,"cifel-afrique.com,1721060718,v=spf1 a mx include:relay.mailbaby.net\194\160~all"
1760012,"cinarbilgisayar.net,1721507599,v=spf1 y\246nlendirme=_spf.mail.ru"
1760341,"cindyattuil.com,1721152821,t|Cindy Attuil \226\128\162 AD & graphic designer"
1764508,"citadelhomesolutions.com,1721165441,v=spf1 include:secureserver.net [http://secureserver.net/]\194\160-all"
1767866,"citywireglobal.sg,1721444464,""226\128\156v=spf1"""" """"-all\226\128\157"""
1770449,"ck2.xindongneng.com,1721272139,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1772612,"clairanne-leroudier.com,1721129784,k|Accompagnement entrepreneurs succ\195\168s performance  business changement"
1772613,"clairanne-leroudier.com,1721129784,t|La psy qui murmure \195\160 l'oreille des Entrepreneurs"
1774262,"clarkepublicaccounting.com,1721104791,v=spf1 include:spf.protection.outlook.com -\010all"
1775471,"classiclifecare.ca,1721168370,v=spf1 include:24195161.spf10.hubspotemail.net \013\010include:spf.protection.outlook.com -all"
1779312,"cleaninsure.co.uk,1721055244,MS=ms40744126\009"
1784607,"clicktojammarketplace.com,1721040573,v=spf1 include:emailarray.com include:amazonses.com ~all\010\010"
1788477,"clinicasantamariachimbote.pe,1721108105,v=spf1 +a +mx +ip4:161.132.57.235 +ip4:161.132.19.0/24 +ip4:209.45.69.0/24 +ip4:161.132.8.0/24 +ip4:161.132.18.0/24 ~all \009"
1789005,"cliniqueveterinaire-daniel-lacombe.fr,1721006674,""d|Nous sommes situ\195\169s dans le 10\195\168me arrondissement de Paris, limite 9\195\168me, \195\160 deux pas de la Gare du Nord. Le Dr Manuel DANIEL-LACOMBE et son \195\169quipe vous re\195\167oivent"""
1789007,"cliniqueveterinaire-daniel-lacombe.fr,1721006674,t|Clinique V\195\169t\195\169rinaire du Faubourg \226\128\147 Dr. Manuel Daniel Lacombe"
1797987,"clubedetiro3porcento.com.br,1721085651,v=spf1 a mx ip4:179.190.21.18\226\128\157 ~all"
1797989,"clubedetirocabreuva.com.br,1721320524,v=spf1 a mx ip4:179.190.21.18\226\128\157 ~all"
1797995,"clubedetirohr.com.br,1721345039,v=spf1 a mx ip4:179.190.21.18\226\128\157 ~all"
1797996,"clubedetirojacare.com.br,1721111887,v=spf1 a mx ip4:179.190.21.18\226\128\157 ~all"
1797998,"clubedetiropointersm.com.br,1721012374,v=spf1 a mx ip4:179.190.21.18\226\128\157 ~all"
1797999,"clubedetiros4bocas-ct4b.com.br,1721013069,v=spf1 a mx ip4:179.190.21.18\226\128\157 ~all"
1798001,"clubedetirovelhochico.com.br,1721013864,v=spf1 a mx ip4:179.190.21.18\226\128\157 ~all"
1798099,"clubetexasgunhouse.com.br,1721038158,v=spf1 a mx ip4:179.190.21.18\226\128\157 ~all"
1798101,"clubetjthirus.com.br,1721090067,v=spf1 a mx ip4:179.190.21.18\226\128\157 ~all"
1798150,"clubgamers.ovh,1721226097,d|BDGSEG - Base de Datos General de la Sociedad Espa\195\177ola de Gamers"
1798151,"clubgamers.ovh,1721226097,""k|base de datos gamers, gamers espa\195\177a, gamers espa\195\177oles, apuestas gaming, servicios gaming, gamers, gaming, gamers twitch, gamers youtube, gamers youtubers espa\195\177oles,"""
1798152,"clubgamers.ovh,1721226097,t|BDGSEG - Base de Datos General de la Sociedad Espa\195\177ola de Gamers"
1799978,"cma.abudhabi,1721132520,v=spf1 include:mailgun.org\010~all"
1800727,"cmdenforcement.co.uk,1721536087,_dmarc.<cmdenforcement.co.uk>.\009TXT\009v=DMARC1; p=none"
1800728,"cmdenforcement.co.uk,1721536087,_dmarc.<cmdhce.co.uk>.\009TXT\009v=DMARC1; p=none"
1800729,"cmdenforcement.co.uk,1721536087,_dmarc.<server.cmdhce.co.uk>.\009TXT\009v=DMARC1; p=none"
1803974,"cnam.gr,1721205592,MS=ms89405378\009"
1807712,"coaching2go.it,1721021715,v=spf1 +a +mx +ip4:154.16.147.150 include:relay.mailchannels.net +ip4:154.16.112.35\010 ~all"
1811602,"cocomart.com.bd,1721135642,v=spf1 include:spf.titan.email\194\160~all"
1814394,"codersgurukul.com,1721485823,v=spf1 a mx ip4:103.191.208.87\226\128\157include:relay.mailbaby.net\226\128\157 ~all"
1817417,"coeur-immobilier.com,1721230089,d|Coeur immobilier est un r\195\169seau d'agence immobili\195\168re de proximit\195\169 dans l'ouest de la france"
1817419,"coeur-immobilier.com,1721230089,k|Agence immobiliere;estimation immobili\195\168re;vendre son bien"
1818610,"coffeeman.es,1721134173,v=spf1 ip4:212.89.0.0/23 ip4:188.171.42.156 include:spf.antispamcloud.com include:spf.hornetsecurity.com mx \150all"
1820621,"coincheese.com,1721118654,MS=ms38070651\009"
1822505,"coldstorehire.co.uk,1721104056,autodiscover.coldstorehire.co.uk\010"
1822694,"colectivosvip.com,1721145681,MS=5A03FEF05366894D841DA444BAC9CE010828950E\009"
1822695,"colectivosvip.com,1721145681,google-site-verification=QDm_FNoQQpr8PT4A4V3PHxPi2-Oeemkq5Yiv1vvsTuw\010"
1822696,"colectivosvip.com,1721145681,have-i-been-pwned-verification=bd30f28991257be09b7ec7e6e0b566e7\010\010"
1823244,"colentre.fr,1721007212,k|Collectif Entreprises R\195\169sistantes"
1825277,"collectorsavenue.com,1721033012,facebook-domain-verification=03bi9s326wxl9mcn3tb3om5l9qx6wi\010"
1825485,"college.fr,1721053924,d|Site pour le coll\195\168ge et entraide entre coll\195\169giens"
1825486,"college.fr,1721053924,""k|Coll\195\168ge, Coll\195\169gien"""
1825487,"college.fr,1721053924,t|Coll\195\168ge! Site pour le coll\195\168ge et les coll\195\169giens"
1825985,"collegeword.com,1721142420,226\128\156MS=ms26441108\226\128\157"
1830884,"comcables.com,1721122745,226\128\156MS=ms34312560\226\128\157"
1831350,"comelf.co,1721117486,v=spf1 include:spf.titan.email ~all\0090"
1833659,"commandsafetycorpsinc.com,1721015790,MS=ms19434128\009"
1834468,"commerzreal.cz,1721089919,MS=ms74834741\195\162\194\128\194\142"
1836836,"compagnie-broadway.ch,1721020830,d|compagnie romande de com\195\131\194\169die musicale"
1836837,"compagnie-broadway.ch,1721020830,k|compagnie broadway com\195\131\194\169die musicale suisse romande"
1840972,"compta-web.org,1721130299,t|site de comptabilit\195\131\194\169 en ligne. Gagnez Temps et Argent avec notre solution"
1842549,"comtec.com,1721130624,MS=ms45143531\013"
1842550,"comtec.com,1721130624,v=spf1 mx include:outbound-spf.comtec.com include:eu._netblocks.mimecast.com include:spf.stackmail.com include:smtp.thecloudhosts.com include:spf.thecloudhosts.com ~all\013"
1844708,"concordia.psi.br,1721165494,v=spf1 +include:_spf.unifique.cloud\194\160-all"
1848143,"congregationsofgod.org,1721109611,v=spf1 include:spf.messagingengine.com a mx ip4:45.79.53.116 ip6:2600:3c00::f03c:94ff:feb7:6c99\010/128 ?all"
1849224,"connect.pxmedia.de,1721403423,v=spf1 mx ip4:212.204.38.54/20 -all\009"
1849740,"connectexit.com,1721127820,009 v=spf1 include:_spf.google.com ~all  \009"
1852955,"consolidatedcarbon.com,1721127978,google-site-verification=-X61FKaH72C2pHPnZ-Ye2D8zGq4wNUw6MhirpEboKz0\009"
1855145,"consulkyd.co,1721086011,147v=spf1 include:_spf.google.com ~all\148"
1855155,"consulmondo.com,1721109512,v=spf1 +a +mx +ip4:95.173.170.29 +ip4:159.253.46.190 +include:_spf.5g-soft.com\194\160-all ~all"
1855452,"consultatiiastrologice.ro,1721109517,226\128\156v=spf1amx+a:mxall.tlh.ro~all\226\128\157"
1856874,"contact-ambulances.com,1721152709,""d|Install\195\131\194\169s \195\131\194\160 Lille et Villeneuve d'Ascq,"""
1857339,"contactoinformatico.pe,1721109552,v=spf1 +a +mx +ip4:161.132.57.102 +ip4:161.132.19.0/24 +ip4:209.45.69.0/24 +ip4:161.132.8.0/24 +ip4:161.132.18.0/24 ~all \009"
1860045,"contraolafilms.com,1721125674,v=spf1 ip4:188.164.197.56\013\010 +a include:_spf.guebs.net +mx ip4:185.23.70.103 ~all"
1863379,"coolcloud860.coolcom.com,1721326698,v=spf1 +mx +a +ip4:209.142.67.6\010-all"
1864617,"coopeltekstil.com,1721003598,MS=ms11321827\009"
1866149,"copolitan.com,1721089902,""atlassian-domain-verification=RAEIEd35zG"""" """"ZfavTVCJWCMWNx9GYs6QG1rQdx2OELuFpIVPYav0"""" """"DtXk5ygvI8GcT1\009"""
1867046,"copyparafunnels.com,1721022994,v=spf1 +a +mx +ip4:91.134.184.246 +ip4:37.59.226.81 +include:spf.raiolanetworks.com +include:emsd1.com \010~all"
1868414,"cordelia-malthere-officialbook.shop,1721076191,v=spf1 ip4:85.159.215.76 ip4:109.237.24.79 ip4:66.175.223.111 ip6:2a01:7e00::f03c:91ff:fe7b:7b9a ip6:2a01:7e00::f03c:91ff:fe86:2e08 ip6:2600:3c01::f03c:93ff:fe59:5db9 include:_spf.google.com\010-all"
1873077,"corporativo3.com.br,1721109804,=spf1 include:pro-smtp.fr ~all\226\128\157"
1874077,"corretorabes.com.br,1721089469,v=spf1 \226\128\166 include:_spf.criaenvio.com \226\128\166 ~all"
1874246,"corrosion.com.cn,1721046963,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1875965,"cosine.com.cn,1721064814,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
1881577,"courierkaro.com,1721401290,google-site-verification=Nz87Ig9cyNNIbfOZThrrXvttFbtL_iPvLsnWHThkSEE\009"
1883389,"covermatters.co.uk,1721117562,v=spf1 a mx include:spf.forwardemail.net \226\128\147all"
1884915,"coywolfaviation.com,1721122764,v=spf1 include:spf.mailjet.com include:dc-aa8e722993._spfm.coywolfaviation.com include:_spf.google.com  include:spf.protection.outlook.com \009include:spf-ca.emailsignatures365.com ~all"
1886126,"cp71.mihanbank.com,1721295878,v=spf1\009a mx ip4:89.32.250.232 ip4:217.144.104.111 ~all"
1886130,"cp72.mihanbank.com,1721280130,v=spf1\009a mx ip4:89.32.250.232 ip4:217.144.107.127 ~all"
1886131,"cp73.mihanbank.com,1721309513,v=spf1\009a mx ip4:89.32.250.232 ip4:188.212.22.134 ~all"
1886132,"cp74.mihanbank.com,1721349952,v=spf1\009a mx ip4:89.32.250.232 ip4:185.94.96.98 ~all"
1886167,"cp85.mihanbank.com,1721354414,v=spf1\009a mx ip4:89.32.250.232 ip4:89.32.248.38 ~all"
1891441,"cpanel.lobomex.com,1721477652,MS=ms94343638\009"
1892524,"cpanel.parishhealthandwellness.com,1721494372,@\009v=spf1 include:spf.protection.outlook.com -all"
1894501,"cpanel.summitplumbingredding.com,1721058459,google-site-verification=4Sp6favKIoAL_FAzV2HXa9JndeRr6b8lZmEYx6OmMFY\0083"
1894898,"cpanel.thesteelbuilder.com,1721060325,google-site-verification=Xqq7pNGbxE77G2qgY4cphrZ9DtqHfowJPD051fnjdiw\0083"
1895253,"cpanel.unitedidiomas.com,1721593927,v=spf1 include:_spf.rdstation.com.br include:sendgrid.net\194\160~all"
1895513,"cpanel.villakahvi.com.br,1721593751,v=spf1 a mx include:websitewelcome.com ~all\010include:_spf.tray.com.br"
1900306,"cpcalendars.shop.horti.co.za,1721019817,v=spf1 +mx +a +ip4:169.239.218.54 \194\160include:_spf.tld-mx.com ~all"
1911918,"crasesa.org,1721130749,v=spf1 a mx include:relay.mailbaby.net\194\160~all"
1912591,"crayfordsocialclub.org.uk,1721012155,v=spf1include:square...\009"
1912929,"crazydaizyglass.com,1721023356,v=spf1 +mx +a +a:smtp.servconfig.com\194\160+a:secure180.servconfig.com\194\160-all"
1915569,"createyourpurpose.co,1721059163,226\128\157v=spf1 include:_spf.google.com ~all\226\128\157"
1917840,"creativewebstudio.co.uk,1721098277,MS=ms88127611\009"
1927289,"cristie.cloud,1721357242,MS=ms81070647 \010"
1929315,"crmthink.com.br,1721016771,facebook-domain-verification=zx4s5v8zxixcxmlmq9oqp2q87580\208\179o"
1935941,"cryonna.com,1721153641,d|RC ADVANCE est l\195\160 pour Vous Accompagner dans Vos Nouvelles Aventures"
1935942,"cryonna.com,1721153641,k|#TransformationDigitale #SolutionsInformatiques #ExpertiseTechnologique #Simplicit\195\169Technologique #RCADVANCE"
1943392,"csoep.fr,1721027451,""d|La mission de CSOEP - Conseil de l'Ordre des Experts Paies, est de professionnaliser la pratique des experts en paie, prot\195\169ger leurs int\195\169r\195\170ts et contribuer \195\160 l'am\195\169lioration de la qualit\195\169"""
1943394,"csoep.fr,1721027451,t|CSOEP - CONSEIL SUP\195\137RIEUR DE L'ORDRE DES EXPERTS PAIES"
1945656,"ctamarante.com.br,1721039407,v=spf1 a mx ip4:179.190.21.18\226\128\157 ~all"
